ANONID,DEPT,HSGPA
77196,Psychology Department,3.1
77204,Psychology Department,NA
77210,Psychology Department,3.7
77228,Psychology Department,0
77286,Psychology Department,4
77544,Psychology Department,0
77566,Psychology Department,NA
77624,Psychology Department,3.98
NA,Psychology Department,3.1
77708,Psychology Department,3.8
77843,Psychology Department,3.9
77849,Psychology Department,3.4
77894,Psychology Department,3.9
77908,Psychology Department,0
77937,Psychology Department,3.5
77974,Psychology Department,3.7
77988,Psychology Department,3.8
78035,Psychology Department,3.7
78090,Psychology Department,0
78117,Psychology Department,3.9
78136,Psychology Department,4
78161,Psychology Department,0
78171,Psychology Department,0
78176,Psychology Department,3.9
78185,Psychology Department,3.6
78200,Psychology Department,3.8
78267,Psychology Department,3.8
78332,Psychology Department,3.9
78333,Psychology Department,NA
78335,Psychology Department,0
78378,Psychology Department,4
78381,Psychology Department,NA
78396,Psychology Department,3.9
78435,Psychology Department,3.7
78504,Psychology Department,3.8
78562,Psychology Department,NA
78574,Psychology Department,3.5
78590,Psychology Department,NA
78638,Psychology Department,3
78644,Psychology Department,0
78678,Psychology Department,4
78702,Psychology Department,3.4
78705,Psychology Department,NA
78713,Psychology Department,4
78716,Psychology Department,3.3
78746,Psychology Department,0
78774,Psychology Department,3.6
78779,Psychology Department,3.7
78806,Psychology Department,3.7
78818,Psychology Department,3.9
78847,Psychology Department,4
" and the Arts""",Psychology Department,4
78912,Psychology Department,3.9
78933,Psychology Department,3.7
79021,Psychology Department,3.8
79031,Psychology Department,4
79037,Psychology Department,NA
79046,Psychology Department,3.9
79073,Psychology Department,NA
79078,Psychology Department,3.86
79094,Psychology Department,3.6
79095,Psychology Department,3.8
79096,Psychology Department,NA
79110,Psychology Department,3.7
79163,Psychology Department,0
79197,Psychology Department,3.3
79201,Psychology Department,3.7
79212,Psychology Department,3.8
79213,Psychology Department,3.8
79221,Psychology Department,3.9
79243,Psychology Department,3.6
79263,Psychology Department,0
79297,Psychology Department,3.9
79303,Psychology Department,3.7
79375,Psychology Department,0
79376,Psychology Department,4
79385,Psychology Department,3.9
79386,Psychology Department,0
79389,Psychology Department,3.9
79397,Psychology Department,3.6
79423,Psychology Department,4
79438,Psychology Department,3.6
79468,Psychology Department,0
79517,Psychology Department,0
79550,Psychology Department,3.6
79555,Psychology Department,3
79612,Psychology Department,NA
79642,Psychology Department,3.9
79657,Psychology Department,3
79676,Psychology Department,3.3
79677,Psychology Department,3.9
79734,Psychology Department,3.8
79753,Psychology Department,3.7
79805,Psychology Department,3.8
79817,Psychology Department,3.9
79830,Psychology Department,NA
79838,Psychology Department,3.9
79862,Psychology Department,0
79898,Psychology Department,3.7
79903,Psychology Department,0
79904,Psychology Department,3.7
79908,Psychology Department,4
79926,Psychology Department,3.4
79930,Psychology Department,0
79931,Psychology Department,3
79937,Psychology Department,4
79969,Psychology Department,NA
79982,Psychology Department,3.7
79983,Psychology Department,3.8
80062,Psychology Department,0
80091,Psychology Department,3.7
80183,Psychology Department,3.9
80186,Psychology Department,3.2
80227,Psychology Department,3.7
80257,Psychology Department,NA
80297,Psychology Department,0
80324,Psychology Department,4
80368,Psychology Department,3.8
80378,Psychology Department,3.9
80385,Psychology Department,4
80419,Psychology Department,3.9
80453,Psychology Department,3.4
80459,Psychology Department,0
80472,Psychology Department,NA
80495,Psychology Department,NA
80507,Psychology Department,3.4
80511,Psychology Department,3.7
80518,Psychology Department,0
80591,Psychology Department,2.8
80651,Psychology Department,3.8
80660,Psychology Department,4
80694,Psychology Department,4
80701,Psychology Department,0
80711,Psychology Department,0
80742,Psychology Department,NA
80768,Psychology Department,3.4
80846,Psychology Department,4
80892,Psychology Department,3.8
80903,Psychology Department,NA
80946,Psychology Department,3.9
80998,Psychology Department,3.9
81038,Psychology Department,2
81115,Psychology Department,3.7
81214,Psychology Department,3.9
81259,Psychology Department,0
81276,Psychology Department,3.9
81332,Psychology Department,0
81378,Psychology Department,0
81395,Psychology Department,4
81406,Psychology Department,3.9
81432,Psychology Department,2.9
81435,Psychology Department,3.6
81442,Psychology Department,2.1
81443,Psychology Department,0
81444,Psychology Department,3.2
81466,Psychology Department,3.9
81490,Psychology Department,3.3
81497,Psychology Department,NA
81542,Psychology Department,NA
81563,Psychology Department,3.9
81596,Psychology Department,3.9
81630,Psychology Department,3.8
81653,Psychology Department,NA
81657,Psychology Department,NA
81713,Psychology Department,3.9
81738,Psychology Department,3.7
81764,Psychology Department,3.1
81862,Psychology Department,3.6
81885,Psychology Department,3.8
81893,Psychology Department,3.2
81942,Psychology Department,3.9
81962,Psychology Department,4
81980,Psychology Department,3.5
81995,Psychology Department,3.9
82012,Psychology Department,4
82109,Psychology Department,3.6
82110,Psychology Department,3.3
82135,Psychology Department,3.9
82194,Psychology Department,3.7
82198,Psychology Department,4
82233,Psychology Department,3.9
82253,Psychology Department,3
82256,Psychology Department,4
82278,Psychology Department,3.6
82303,Psychology Department,NA
82331,Psychology Department,3.9
82372,Psychology Department,3.2
82386,Psychology Department,4
82437,Psychology Department,3.3
82439,Psychology Department,3.7
82445,Psychology Department,4
82472,Psychology Department,0
82584,Psychology Department,3.8
82665,Psychology Department,3.5
82677,Psychology Department,3.9
82682,Psychology Department,NA
82685,Psychology Department,0
82690,Psychology Department,3.7
82744,Psychology Department,4
82772,Psychology Department,0
82783,Psychology Department,3.7
82785,Psychology Department,3.6
82799,Psychology Department,NA
82817,Psychology Department,0
82820,Psychology Department,3.5
82857,Psychology Department,3.6
82880,Psychology Department,0
82928,Psychology Department,3.9
82996,Psychology Department,3.9
83011,Psychology Department,4
83102,Psychology Department,3.9
83111,Psychology Department,3.9
83144,Psychology Department,0
83155,Psychology Department,NA
83160,Psychology Department,0
83161,Psychology Department,3.2
83199,Psychology Department,0
83210,Psychology Department,NA
83217,Psychology Department,3.7
83290,Psychology Department,3.9
83349,Psychology Department,3.6
83350,Psychology Department,NA
83371,Psychology Department,NA
83400,Psychology Department,0
83405,Psychology Department,3.7
83410,Psychology Department,3.9
83427,Psychology Department,3.2
83436,Psychology Department,3.9
83524,Psychology Department,3.5
83527,Psychology Department,0
83547,Psychology Department,3.7
83562,Psychology Department,3.6
83570,Psychology Department,4
83587,Psychology Department,4
83596,Psychology Department,3.9
83606,Psychology Department,2.9
83638,Psychology Department,NA
83663,Psychology Department,3.6
83700,Psychology Department,3.7
83709,Psychology Department,3.8
83725,Psychology Department,NA
83765,Psychology Department,0
83770,Psychology Department,3.9
83783,Psychology Department,0
83791,Psychology Department,3.5
83795,Psychology Department,3.7
83854,Psychology Department,3.6
83855,Psychology Department,3.7
83858,Psychology Department,3.2
83873,Psychology Department,3.9
83879,Psychology Department,3.9
83883,Psychology Department,3.9
83976,Psychology Department,0
83980,Psychology Department,4
84000,Psychology Department,0
84037,Psychology Department,4
84094,Psychology Department,4
84120,Psychology Department,3.8
84146,Psychology Department,0
84194,Psychology Department,3.42
84207,Psychology Department,3.6
84220,Psychology Department,3.91
84229,Psychology Department,0
84245,Psychology Department,0
84253,Psychology Department,3.8
84268,Psychology Department,3.3
84287,Psychology Department,3.9
84311,Psychology Department,3.2
84318,Psychology Department,4
84384,Psychology Department,3.7
84405,Psychology Department,3.9
84410,Psychology Department,3.2
84412,Psychology Department,0
84418,Psychology Department,0
84450,Psychology Department,3.5
84516,Psychology Department,3.6
84523,Psychology Department,4
84526,Psychology Department,3.6
84562,Psychology Department,0
84568,Psychology Department,4
84598,Psychology Department,3.9
84628,Psychology Department,3.7
84634,Psychology Department,3.9
84699,Psychology Department,3.9
84749,Psychology Department,3.8
84850,Psychology Department,3.9
84892,Psychology Department,3.3
84915,Psychology Department,3.2
84937,Psychology Department,3.6
84985,Psychology Department,NA
85009,Psychology Department,NA
85011,Psychology Department,3.87
85013,Psychology Department,0
85017,Psychology Department,NA
85019,Psychology Department,3.9
85029,Psychology Department,3.7
85035,Psychology Department,3.8
85088,Psychology Department,NA
85093,Psychology Department,3.6
85097,Psychology Department,0
85101,Psychology Department,3.6
85126,Psychology Department,3.3
85203,Psychology Department,NA
85210,Psychology Department,3.8
85217,Psychology Department,3.78
85218,Psychology Department,3.5
85258,Psychology Department,NA
85278,Psychology Department,0
85307,Psychology Department,4
85341,Psychology Department,NA
85342,Psychology Department,3.5
85349,Psychology Department,3.7
85351,Psychology Department,3.8
85361,Psychology Department,3.9
85395,Psychology Department,3.9
85404,Psychology Department,3.6
85407,Psychology Department,NA
85444,Psychology Department,NA
85451,Psychology Department,3.6
85488,Psychology Department,NA
85511,Psychology Department,3.3
85518,Psychology Department,3.7
85534,Psychology Department,3.3
85535,Psychology Department,4
85567,Psychology Department,3.8
85592,Psychology Department,0
85601,Psychology Department,3.7
85618,Psychology Department,3.9
85626,Psychology Department,3.8
NA,Psychology Department,3.3
85632,Psychology Department,4
85678,Psychology Department,4
85694,Psychology Department,3.3
85718,Psychology Department,3.3
85730,Psychology Department,NA
85767,Psychology Department,3.6
85783,Psychology Department,4
85852,Psychology Department,3.9
85917,Psychology Department,3.61
85946,Psychology Department,0
85977,Psychology Department,3.3
85980,Psychology Department,0
86038,Psychology Department,4
86108,Psychology Department,3.7
86130,Psychology Department,3.8
86157,Psychology Department,NA
86160,Psychology Department,3.6
